no,text
701,"【📷小潔現場直擊　長榮航空 #安全週大會 】
🙋‍♂有氧老師潘若迪 和 💁‍♀慈善家沈芯菱 齊聚在一堂？
這可不是什麼名人聚會，而是 #長榮航空 一年一度的✨安全週大會✨！

航太、航勤、長汎等各系統公司都到齊了～
甚至連外站的同事 也來到現場共襄盛舉呢！

現場有🏆Service Award、徵文、攝影等比賽的頒獎、💕沈芯菱的專題講座以及🎽潘若迪老師的健身操時間，現場互動非常踴躍～
也齊聚起同仁們的向心力，塑造出長榮最知名的安全文化！
#EVAAir"
702,EVA Airways Corp. 長榮航空 updated their phone number.
703,"25年前的今天～
正是長榮航空 #首架波音747客機 交機的日子✈
所以小潔要帶著大家～ 再次回顧👑空中女王👑的身影！

【747-400洗機作業　大家看不見的風景】
清晨3點鐘，是大家熟睡的時間🌃
但卻有一群 #長榮航勤 的同仁們，默默地集結在空曠的機坪上......
他們背負的任務就是～ ✨維護機隊亮麗的外觀✨
大家一起來看看這群幕後英雄們的工作花絮吧！
#空中女王 的粉絲們也別錯過囉😁
#EVAAir #B747"
704,"【⛰一覽山河美景　從 #松山 出發的便捷選擇】
想要 #一覽山河美景 嗎？大家又多了一個選擇囉😆
10月底開始，飛往杭州、重慶、天津，不再只有從桃園機場出發，現在也可以從 #松山機場 出發！

✨杭州：湖光山色、江山如畫的人文小鎮，素有「人間天堂」的美譽。
✨天津：海河於城裡蜿蜒而過，獨特景緻「一橋一景」不容錯過。
✨重慶：重重山巒之上的霧都，老建築加入新設計元素，完美呈現特色重慶。

✈開航訊息：
https://goo.gl/AMdrD1
#EVAAir #杭州 #天津 #重慶 台北松山機場 Taipei Songshan Airport"
705,"【#HappyHalloween 🎃】
🍬不給糖就搗蛋！

小潔還在想今年的 #萬聖節 要怎麼過🤔
🔸該把家裡的狗狗扮成什麼？
🔸還是和親友吃頓南瓜大餐？
🎃粉絲們覺得呢？

#EVAAIir"
706,"【#長榮線上旅展 全球商務艙 得獎者公布！】
🎉恭喜台北市 陳先生獲得
✨2018不限次數環遊世界 商務艙機票大獎✨

實在是太夢幻啦😍
想去哪就去哪～還能享受最頂級的服務！
這位讓全台民眾羨慕不已的大獎得主
快快規畫你的🌏環遊世界壯遊吧！… More

感謝各位粉絲的熱情支持
線　上　旅　展　我　們
明～年～見～👏👏
- - - -
📌得獎者注意事項：
長榮航空將會以E-MAIL及專人電話聯繫中獎人，並安排後續中獎通知函寄送事宜，詳細領獎資訊請參考活動注意事項：https://goo.gl/ujPp8Z
#真的也太爽了吧
#明年得獎者一定是我
#線上旅展我們明年見"
707,"【加入 #長榮航空LINE官方帳號 就送你免費貼圖！】
就是現在！✨長榮航空LINE官方帳號✨ 正式上線囉！
只要加入好友，除了可以收到最新的活動資訊🎁，
還可以獲得「長榮航空陪您一起 ♪天天互動零距離♪」貼圖💕
　
📌只要在2017年11月11日前，將長榮航空LINE官方帳號加為好友👫
並將歡迎訊息畫面貼在下方留言，更有機會獲得 #精美四國錢幣袋！
　
粉絲們，還在等甚麼～
趕快拿出你的手機，和小潔一起加入吧！
#EVAAir #LINE"
708,"【#長榮線上旅展 活動只到今天 23：59！】
什麼！活動只到今天23：59！？
　
是的，你沒看錯！
線上旅展購票優惠、買機票抽大獎
活動真的只到今晚！！
　
只要在今晚午夜前購票，
不限次數環遊世界機票-商務艙大獎
還是有可能落入你手中！
　
快快把握最後購票機會~~~~~！
- - - - 
2017線上旅展
活動期間：2017.09.27 00:00~2017.10.30 23:59 
活動網站：https://goo.gl/HqxzG1
#小潔決定再買一張
#好緊張好刺激得獎者會是我嗎
#還沒搭過商務艙搭到飽不知道是什麼感受"
709,"【13,000豪華贈哩🎁不搶不行！不拿會後悔啊～】
這這這... #豪哩限時贈 太誘人啦！
小潔迫不及待要把這個限時優惠 分享給粉絲們～😙
　
即日起至2017/11/30前，
成功申辦 #美國運通長榮航空簽帳金卡
即可享有2017台北國際旅展✈豪哩限時贈 優惠：
🎉只要成功申辦！
👉首刷就送你10,000哩～
🎉直接加辦附卡！
👉首刷再送你3,000哩～
　
✔心動了嗎？現在就立即申辦： https://goo.gl/WnAHbC
或撥打☎ 0800-888-182 將有專人為你說明"
710,"【#安全文化】
#安全週活動 是長榮航空一年一度的大型盛事！
從攝影比賽到運動競賽，藉著各式各樣歡樂的活動～
凝聚起同仁們的向心力，強化團隊合作，
也才塑造出我們最知名的安全文化😁
　
小潔期許：『#長榮航空與大家一同航向更美好的未來』
　
📖更多詳情，請參見長榮航空企業社會責任報告書：
http://www.evacsr.com/FIle/ch/EVA_CSR_2016.pdf
#EVAAir"
711,"【#颱風影響 - 部分往返日本地區航班取消或異動】
👉https://goo.gl/ioQg7k

受颱風影響，長榮航空往返日本地區航班將視天候情況取消或異動，建議旅客於前往機場前，先行查閱本網站之班機實際到離，並利用班機到離簡訊提醒服務取得最新航班消息。

✈班機實際到離：https://goo.gl/ubJrU3
✈簡訊提醒服務：https://goo.gl/yaccgD
MEDIA.GIPHY.COM
media.giphy.com"
712,"【2017 #台北國際旅展 開跑囉！】

每年台北國際旅展都是旅客搶優惠的最佳時機，長榮航空及立榮航空旅展聯合攤位將位在一館展場A區主走道旁。

展場設計延伸新制服的設計理念，呈現簡約俐落、時尚典雅的風格！

此外，現場青春洋溢的服務人員，提供專業的產品說明及購票服務，營造輕鬆歡樂的觀展氛圍及購票環境，小潔歡迎大家一起來長榮航空及立榮航空攤位搶優惠、拿好禮、中大獎！😍😍😍

✈詳情新聞訊息請參考：
… Morehttps://goo.gl/UU2LGc

#EVAAir 立榮航空 UNI AIR ITF 台北國際旅展
EVAAIR.COM
【2017台北國際旅展開跑】"
713,"【#長榮線上旅展 🌏環遊世界大獎 只剩4天！】
桃園-廖小姐、新北-鄭先生
已率先拿下前兩次👉不限次數環遊世界的機票大獎
今年最夢幻的時刻已到尾聲，
環遊世界機票也升等為最高規格✨商務艙✨

你還在等什麼？不要再猶豫了！
快跟著小潔買一張機票，全球夢幻大獎得主有可能就是你！
- - - -
2017線上旅展
活動期間：2017.09.27 00:00~2017.10.30 23:59
活動網站：https://goo.gl/CUYntd
#買一個環遊世界的夢想
#2018說走就走
#誰都有可能是那個幸運兒"
714,"❤你是愛好搭乘 #豪華經濟艙 的旅客嗎？
趕快來蒐集我們全新的過夜包吧😍
-----
【全新 #豪經艙過夜包 時尚登機🏙】
長榮航空與紐約頂級保養品牌Erno Laszlo合作，10月中旬起推出聯名過夜包，
以紐約經典的黑白色城市意象作為發想，讓你在機上也能體驗到紐約第五大道的時尚風！
從台北出發的長程線豪經艙旅客們都感受到這極致奢華的呵護！
#典藏長榮過夜包　#EVAAir"
715,"【#秋意涼涼 賞楓包機前往四國-松山】
最近天氣變涼了，秋天的腳步來臨
小潔好想泡溫泉、看楓葉唷~🍁
搭乘賞楓包機前往四國-松山就可以把小潔的願望一次滿足了😆
　
♨ 體驗日本最古老名湯-『道後溫泉』
聽說《神隱少女》中的湯屋就是以此設計呢！
　
🚞 搭上『少爺列車』複刻日本文豪-夏日漱石《少爺》小說場景！
　
🗾 一睹『瀨戶內海』的群島之美！
　
大家也想來個文青之旅嗎？
就踏上前往四國松山旅程，感受古老與現代的魔幻力量吧！
https://goo.gl/JEKazd
　
#EVAAir #賞楓"
716,"【🗨休士頓太空人 奪美聯冠軍】
　
太空人呼叫休士頓~~🚀🚀
　
你有關注這次的MLB美聯冠軍系列賽嗎？
睽違10多年，太空人再次朝世界大賽邁進
除了精采的比賽過程
大家是否也注意到 EVA Airways Corp. 長榮航空 的看板呢？
　
✨ 長榮航空每週以777-300ER提供多個航班往返台北-休斯頓，詳情請參考：
https://goo.gl/RV0DfI"
717,"【#長榮線上旅展 如果我是夢幻大獎得獎者】
邰哥與 林柏昇 KID 扮演環遊世界機票大獎得獎者，
短短10天內飛往多個國家，盡情享樂！
親身體驗過才感受到大獎有多厲害，
KID今晚就要來和大家聊聊鏡頭後的精彩故事！
你也有機會像他一樣，世界玩透透！
買機票就有機會獲得不限次數環遊世界機票-商務艙大獎
沒在開玩笑，這張夢幻機票只送不賣，要買要快！
小潔提醒~活動只到10/30 23：59喔！
- - - - 
2017線上旅展
活動期間：2017.09.27 00:00~2017.10.30 23:59 
活動網站：https://goo.gl/zJMMMV
#爽爽搭商務艙環遊世界
#這輩子可能只有這次機會了
#買1張機票就能抽喔"
718,"【#長榮線上旅展 亞州折返跑對決南加州夢幻壯遊，你選哪一個！】
邰哥、KID扮演環遊機票得獎者，將夢幻大獎玩出不同花樣，
小潔問~~如果是你，你~想~怎~麼~玩？
　
方法一、✨亞洲折返跑驚喜之旅✨
短時間勇闖多國城市，挖掘各地新奇有趣的體驗行程，
超狂玩法，適合勇於冒險、熱愛挑戰的你！
　
方法二、✨歐美壯遊感動之旅✨
長時間的定點探訪，遊歷另一世界的文化與生活，
玩出屬於你的精彩，適合喜愛深度旅行的你！
　
現在只要於10/25 23:59前TAG朋友，
並留言寫下你最喜歡的玩法，
就有機會獲得 EVA碳纖壓紋衣物收納袋 共10名
範例：「@小傑 我選歐美壯遊感動之旅，那你呢？」
- - - - 
2017線上旅展
活動期間：2017.09.27 00:00~2017.10.30 23:59 
活動網站：https://goo.gl/4M8yUq
邰智源 邰邰的第一個家、林柏昇 KID
#今天你選哪一個
#都好吸引人阿"
719,"【#颱風影響 - 部分往返日本地區航班取消或異動】
👉https://goo.gl/pLDS2C
　
受颱風影響，長榮航空往返日本地區航班將視天候情況取消或異動，建議旅客於前往機場前，先行查閱本網站之班機實際到離，並利用班機到離簡訊提醒服務取得最新航班消息。
　
✈班機實際到離：https://goo.gl/ubJrU3
✈簡訊提醒服務：https://goo.gl/yaccgD"
720,"【#長榮線上旅展 南加州夢幻壯遊，精彩完整影片現正熱映中！】
邰哥、KID扮演環遊機票得獎者，大獎多夢幻，我們玩給你看！
從亞洲折返跑到這次南加州四天三夜壯遊體驗，
兩人盡情地享受成為得獎者的快感！
更多漏網鏡頭小潔要讓你一飽眼福 🎉
10/31即將抽出「2018不限次數環遊世界-商務艙機票大獎」
已經買好機票的你，不妨先想想如果你是幸運得主，
你…想去哪壯遊呢？
現在只要於10/22 23:59前TAG朋友，
並留言寫下你最想去的壯遊旅行地點，
就有機會獲得 長榮航空飛機造型玩偶變型U枕 共10名
範例：「@小傑 快點買長榮機票，下次帶我去休士頓壯遊」
- - - - 
2017線上旅展
活動期間：2017.09.27 00:00~2017.10.30 23:59 
活動網站： https://goo.gl/vidg9u
邰智源 邰邰的第一個家、林柏昇 KID 
#你的人生壯遊了嗎
#漏網鏡頭好養眼"
721,"【 超卡哇伊的秋季品項新登場～ #長榮航空 限定的Hello Kitty商品！】
喜愛三麗鷗家族的粉絲們，荷包恐怕又要失血啦！
小潔要來和大家介紹全新的獨家商品喔🛍
　
🔸Folli Follie X Hello Kitty 遨遊天際吊飾手環
蝴蝶結上鑲嵌著粉紅水晶，搭配小巧的飛機吊飾，
讓Hello Kitty陪伴你到處去旅行！
🔸Hello Kitty 林三益綻顏刷具組
設計精巧的刷具包，可直立於桌面上便於拿取。
5款彩妝刷讓你在旅行時也能迅速補妝，
跟著Hello Kitty一起享受愉快的美麗旅程吧！
　
👉現在就上網預訂免稅商品：
mall.evaair.com
-----
📌粉絲們趕快在10/22 23:59 前Tag三位臉書好友，並留言「長榮航空 #秋旅悠遊 購物享好禮」，小潔將會抽出5位幸運的粉絲送你【長榮航空造型悠遊卡】！
#EVAAir #EVASKYSHOP"
722,"【#長榮線上旅展 下一站，去別人沒去過的世界驚奇景點！ 】
這幾天邰哥與KID帶領大家玩遍多個城市，
大家是不是還覺得意猶未盡呀？？
趁著這個機會，小潔在這邊不藏私分享，
給想出國的你，注入更多的旅遊靈感，
和你的家人、朋友們一同創造美好的回憶！！
這次登場的驚奇景點有
👉「最高」的酒吧之一：香港-Ozone Bar
👉「最古老」的咖啡廳之一：維也納-中央咖啡館
👉「最高」的自由落體：紐澤西州-六旗大冒險樂園
小潔每次看到這些地方，都好想飛去一探究竟，
不知道大家還知道哪些厲害的世界驚奇景點呢？？
非常歡迎分享喔~(小潔筆記本已準備好)
- - - - 
2017線上旅展
活動期間：2017.09.27 00:00~2017.10.30 23:59 
活動網站：https://goo.gl/7szbaZ
#每張機票都有一次抽獎機會
#一券在手希望無窮
#一年一度環遊世界的機會
#錯過要再等一年"
723,"【#長榮線上旅展 全球豪華經濟艙 得獎者公布！ 】
🎉恭喜新北市 鄭先生
獲得✨2018不限次數環遊世界豪經艙機票大獎✨
　
鄭先生你想去東京、去巴黎還是去紐約？
雖然這幸福來得太突然，但你真的可以慢慢想…
讓這張夢幻機票帶著你想去哪，就去哪！
還沒買票的各位，還等甚麼？
下一個獎項是✨2018不限次數環遊世界-商務艙機票✨！！
快點手刀去長榮官網購票！
再慢就只能乾瞪眼囉～
　
2017線上旅展
活動期間：2017.09.27 00:00~2017.10.30 23:59
活動網站：https://goo.gl/cQBP4N
- - - -
得獎者注意事項：
長榮航空將會以E-MAIL及專人電話聯繫中獎人，並安排後續中獎通知函寄送事宜，詳細領獎資訊請參考活動注意事項：https://goo.gl/cQBP4N
#小潔有買機票也想被抽到
#拜託抽到我
#這獎項美好的不真實"
724,"【#長榮線上旅展 持續熱賣中】
最近大家瘋搶的線上旅展機票，你入手了沒？
除了機票超優惠，買了還抽環遊世界的夢幻機票！
小潔幫你複習幾個招式，讓你優惠全到手～
　
✨第一招✨ 官網購票，最低56折！
精選超過60個飛航城市
✨第二招 ✨ 買再抽一年不限次數免費機票
還有2次抽獎機會！
► 10/16：抽一年不限次數環遊世界 - 豪華經濟艙 機票
► 10/31：抽一年不限次數環遊世界 - 商務艙 機票
想飛哪？飛幾次？都 可 以！！
　
別忘了，越早買抽獎機會也越多！
不要猶豫了，環遊世界機票等你抽！
這麼厲害的夢幻大獎，錯過就要淚等明年了！
活動期間：2017.09.27 00:00~2017.10.30 23:59
活動詳情：https://goo.gl/9RZgT8
　
#線上旅展持續熱賣中
#想去哪我送你
#別錯過環遊世界的機會"
725,"【#颱風影響 - 部分往返香港、澳門航班取消或異動】
👉https://goo.gl/5aL2YC
　
受颱風影響，本公司部分往返港澳地區的航班異動或取消，建議旅客前往機場前，先行查閱「班機實際到離」，並利用「簡訊提醒服務」取得最新航班消息。
　
✈班機實際到離：https://goo.gl/ubJrU3
✈簡訊提醒服務：https://goo.gl/yaccgD"
